modality,pair,target,subject,method,p_sq,pg,g_sq,nrmse_raw,nrmse_subject_rel,nrmse_scale_oracle,nrmse_affine_oracle,scale_a,scale_subject_rel
T2FLAIR,3T_to_7T,7T,0009,batch8,1289844.553582798,728722.4475573496,421776.31009726715,0.77629,1.25308,0.15452,0.15451,0.565,1.2761
T2FLAIR,5T_to_0.1T,0.1T,0006,batch8,3837647.9559289743,2908216.6760493987,2259008.3832891113,0.3522,0.34924,0.15621,0.15615,0.7578,0.9975
T2FLAIR,5T_to_0.1T,0.1T,0007,batch8,5234949.404545882,3633362.141006294,2660831.9270433867,0.48622,0.65614,0.22861,0.22861,0.6941,1.1325
T2FLAIR,5T_to_0.1T,0.1T,0009,batch8,4254685.658451548,3877507.886298743,3579186.2731723343,0.14843,0.27486,0.11265,0.11264,0.9114,1.1413
T2FLAIR,5T_to_1.5T,1.5T,0006,batch8,3299761.703430113,3476466.114983649,3704485.241900683,0.11769,0.11874,0.10629,0.10628,1.0536,0.9975
T2FLAIR,5T_to_1.5T,1.5T,0007,batch8,4382627.423934616,3231601.478553513,2403060.007326249,0.36633,0.54148,0.09165,0.09165,0.7374,1.1325
T2FLAIR,5T_to_1.5T,1.5T,0009,batch8,3592938.271494463,3590374.345385709,3614964.803524517,0.08667,0.166,0.08667,0.08667,0.9993,1.1413
T2FLAIR,5T_to_3T,3T,0006,batch8,1654866.74419125,2282986.5277226456,3201802.1028532293,0.30132,0.30297,0.12779,0.12777,1.3796,0.9975
T2FLAIR,5T_to_3T,3T,0007,batch8,2495112.0482050874,3156612.311290144,4039395.2516535604,0.23405,0.14907,0.10661,0.1066,1.2651,1.1325
T2FLAIR,5T_to_3T,3T,0009,batch8,2040962.5009380006,2430374.87057453,2922789.7148233815,0.18773,0.10738,0.0991,0.09908,1.1908,1.1413
T2FLAIR,5T_to_7T,7T,0006,batch8,838162.8681319248,759949.8769309325,717328.423282181,0.22275,0.22152,0.1986,0.19858,0.9067,0.9975
T2FLAIR,5T_to_7T,7T,0007,batch8,1292654.7393402678,688570.358351291,382671.7109971353,0.88273,1.12116,0.20374,0.20369,0.5327,1.1325
T2FLAIR,5T_to_7T,7T,0009,batch8,1077968.21693052,666278.7204546253,421776.31009726715,0.62959,0.85045,0.15365,0.15358,0.6181,1.1413
T2FLAIR,7T_to_0.1T,0.1T,0006,batch8,3305079.8287535696,2667847.163911741,2259008.3832891113,0.31797,0.28671,0.21614,0.21593,0.8072,0.9629
T2FLAIR,7T_to_0.1T,0.1T,0007,batch8,1893465.3564202257,2151156.36690961,2660831.9270433867,0.30774,0.48538,0.28552,0.28538,1.1361,0.6708
T2FLAIR,7T_to_0.1T,0.1T,0009,batch8,1963980.4131861737,2616502.6535914107,3579186.2731723343,0.29438,0.50437,0.16151,0.16146,1.3322,0.6872
T2FLAIR,7T_to_1.5T,1.5T,0006,batch8,2736230.0200107014,3125528.064839385,3704485.241900683,0.22627,0.24495,0.19038,0.19032,1.1423,0.9629
T2FLAIR,7T_to_1.5T,1.5T,0007,batch8,1553462.9031372764,1903774.4404297709,2403060.007326249,0.24898,0.47754,0.17065,0.17059,1.2255,0.6708
T2FLAIR,7T_to_1.5T,1.5T,0009,batch8,1605773.7375636776,2380355.8995712013,3614964.803524517,0.35673,0.55204,0.15459,0.15458,1.4824,0.6872
T2FLAIR,7T_to_3T,3T,0006,batch8,1358470.7635853519,2050770.3353952356,3201802.1028532293,0.37851,0.39986,0.18189,0.18175,1.5096,0.9629
T2FLAIR,7T_to_3T,3T,0007,batch8,747153.2127688301,1710536.0141655174,4039395.2516535604,0.58141,0.71772,0.1747,0.17457,2.2894,0.6708
T2FLAIR,7T_to_3T,3T,0009,batch8,782703.0206178941,1499317.3425590834,2922789.7148233815,0.49178,0.64917,0.13177,0.13176,1.9156,0.6872
T2FLAIR,7T_to_5T,5T,0006,batch8,1704459.4292559663,1949231.998221917,2299005.2186109903,0.21371,0.23363,0.17431,0.17415,1.1436,0.9629
T2FLAIR,7T_to_5T,5T,0007,batch8,808781.3902904881,1639817.0605516194,3437860.7689578496,0.53036,0.6826,0.18138,0.18102,2.0275,0.6708
T2FLAIR,7T_to_5T,5T,0009,batch8,870589.509627272,1551033.6933042365,2814392.0717861857,0.4551,0.6234,0.13473,0.13468,1.7816,0.6872
