modality,pair,target,subject,method,p_sq,pg,g_sq,nrmse_raw,nrmse_subject_rel,nrmse_scale_oracle,nrmse_affine_oracle,scale_a,scale_subject_rel
T2W,3T_to_5T,5T,0009,srclevel,677383.9914555962,689913.5534055425,752323.4874621978,0.25749,0.27033,0.25689,0.25636,1.0185,0.9298
T2W,3T_to_7T,7T,0006,srclevel,521820.10371275555,770130.4372826087,1244475.9123391546,0.42618,0.45713,0.29442,0.29137,1.4759,0.9358
T2W,3T_to_7T,7T,0007,srclevel,605205.8718975629,627287.530093409,706741.0565468612,0.28492,0.29988,0.28291,0.28049,1.0365,0.929
T2W,3T_to_7T,7T,0009,srclevel,596834.0693865255,695715.245733465,870119.0455511197,0.29461,0.32577,0.26071,0.25942,1.1657,0.9298
T2W,5T_to_0.1T,0.1T,0006,srclevel,3094202.7208604906,3027611.2288120063,3046546.1901859995,0.16755,0.25583,0.16614,0.16582,0.9785,1.1715
T2W,5T_to_0.1T,0.1T,0007,srclevel,2740411.625529799,2321817.3501989744,2031185.3539286666,0.251,0.31273,0.17754,0.17717,0.8473,1.0689
T2W,5T_to_0.1T,0.1T,0009,srclevel,1896801.3335005015,1800380.3077872775,1781409.011151804,0.20851,0.20181,0.2018,0.20111,0.9492,0.9494
T2W,5T_to_1.5T,1.5T,0006,srclevel,1436122.8553692745,1194734.57024675,1053998.0622526873,0.30902,0.46275,0.23875,0.2387,0.8319,1.1715
T2W,5T_to_1.5T,1.5T,0007,srclevel,1344674.303291261,1266450.2852229485,1262138.848272205,0.24199,0.26862,0.23443,0.23417,0.9418,1.0689
T2W,5T_to_1.5T,1.5T,0009,srclevel,1010570.2761566723,951689.0522714853,941559.8851580386,0.22755,0.21954,0.2194,0.21918,0.9417,0.9494
T2W,5T_to_3T,3T,0006,srclevel,1407693.1742297206,1167251.0323714246,1047448.655702306,0.33937,0.48317,0.27562,0.2756,0.8292,1.1715
T2W,5T_to_3T,3T,0007,srclevel,1307589.2497505224,1216253.1299055554,1205000.389970746,0.2578,0.28645,0.24731,0.24723,0.9301,1.0689
T2W,5T_to_3T,3T,0009,srclevel,985135.5208241248,983244.4989394749,1037442.3052186009,0.23252,0.2373,0.23251,0.23247,0.9981,0.9494
T2W,5T_to_7T,7T,0006,srclevel,761446.4027925574,949635.688558638,1244475.9123391546,0.29274,0.22765,0.21983,0.21923,1.2471,1.1715
T2W,5T_to_7T,7T,0007,srclevel,698599.5020276286,677124.5854205921,706741.0565468612,0.26887,0.2849,0.26713,0.26614,0.9693,1.0689
T2W,5T_to_7T,7T,0009,srclevel,620073.2141324654,718150.4965400915,870119.0455511197,0.24887,0.27417,0.21002,0.20943,1.1582,0.9494
T2W,7T_to_0.1T,0.1T,0006,srclevel,3659266.9819840523,3289805.4546308154,3046546.1901859995,0.20353,0.42828,0.17082,0.17076,0.899,1.2574
T2W,7T_to_0.1T,0.1T,0007,srclevel,2446503.122231227,2164936.289237196,2031185.3539286666,0.26977,0.23841,0.23837,0.23783,0.8849,0.881
T2W,7T_to_0.1T,0.1T,0009,srclevel,2461480.0779709704,2055088.5992116646,1781409.011151804,0.27294,0.24959,0.19192,0.19158,0.8349,0.9706
T2W,7T_to_1.5T,1.5T,0006,srclevel,1978785.0697288397,1383336.7539451912,1053998.0622526873,0.50247,0.81711,0.28719,0.28719,0.6991,1.2574
T2W,7T_to_1.5T,1.5T,0007,srclevel,1346653.2501617065,1254205.8178539118,1262138.848272205,0.28201,0.27787,0.27295,0.27223,0.9314,0.881
T2W,7T_to_1.5T,1.5T,0009,srclevel,1296167.1669499737,1070200.7662957925,941559.8851580386,0.32151,0.30077,0.24805,0.24796,0.8257,0.9706
T2W,7T_to_3T,3T,0006,srclevel,1992274.2531887996,1374736.341133994,1047448.655702306,0.5264,0.8406,0.30718,0.30716,0.69,1.2574
T2W,7T_to_3T,3T,0007,srclevel,1299678.590580957,1200811.0811179755,1205000.389970746,0.29245,0.28509,0.28157,0.28136,0.9239,0.881
T2W,7T_to_3T,3T,0009,srclevel,1325803.5160232922,1131271.3997386913,1037442.3052186009,0.31156,0.29523,0.26373,0.26373,0.8533,0.9706
T2W,7T_to_5T,5T,0006,srclevel,1528305.2682349524,1301137.9581985476,1191192.352619564,0.3137,0.53064,0.26469,0.26459,0.8514,1.2574
T2W,7T_to_5T,5T,0007,srclevel,940706.6560459585,960771.440419189,1077761.0679211018,0.29989,0.3267,0.29922,0.29872,1.0213,0.881
T2W,7T_to_5T,5T,0009,srclevel,996056.9352486694,838420.8600316268,752323.4874621978,0.30837,0.28971,0.24886,0.24884,0.8417,0.9706
T2FLAIR,0.1T_to_1.5T,1.5T,0006,srclevel,2043536.3468296016,2675671.3705216725,3704485.241900683,0.32723,0.45651,0.23301,0.23237,1.3093,0.7808
T2FLAIR,0.1T_to_1.5T,1.5T,0007,srclevel,2419497.953035064,2324896.014449321,2403060.007326249,0.26813,0.28879,0.26524,0.26347,0.9609,0.8471
T2FLAIR,0.1T_to_1.5T,1.5T,0009,srclevel,2921759.848474269,3205569.0118664578,3614964.803524517,0.18639,0.17933,0.16467,0.16462,1.0971,1.0181
T2FLAIR,0.1T_to_3T,3T,0006,srclevel,829357.8395565455,1554197.8838183973,3201802.1028532293,0.53684,0.63238,0.30058,0.29827,1.874,0.7808
T2FLAIR,0.1T_to_3T,3T,0007,srclevel,994690.0164034461,1892687.4570916747,4039395.2516535604,0.556,0.61878,0.32929,0.32514,1.9028,0.8471
T2FLAIR,0.1T_to_3T,3T,0009,srclevel,1522454.0049513096,2063418.3344850054,2922789.7148233815,0.33006,0.32,0.20778,0.20744,1.3553,1.0181
T2FLAIR,0.1T_to_5T,5T,0006,srclevel,1046770.6128407132,1489650.0915689257,2299005.2186109903,0.39926,0.51551,0.27911,0.2774,1.4231,0.7808
T2FLAIR,0.1T_to_5T,5T,0007,srclevel,1324253.608249954,2024841.072703268,3437860.7689578496,0.45523,0.5278,0.31531,0.31185,1.529,0.8471
T2FLAIR,0.1T_to_5T,5T,0009,srclevel,2028356.5987207238,2344535.05062327,2814392.0717861857,0.23368,0.22532,0.19259,0.19226,1.1559,1.0181
T2FLAIR,0.1T_to_7T,7T,0006,srclevel,456929.5625016813,539646.1919840015,717328.423282181,0.36385,0.46212,0.33394,0.33206,1.181,0.7808
T2FLAIR,0.1T_to_7T,7T,0007,srclevel,537851.1898135197,424486.90592167043,382671.7109971353,0.4324,0.35949,0.35289,0.34963,0.7892,0.8471
T2FLAIR,0.1T_to_7T,7T,0009,srclevel,735618.3918727055,539972.2290689537,421776.31009726715,0.42852,0.44835,0.24548,0.24501,0.734,1.0181
T2FLAIR,1.5T_to_0.1T,0.1T,0006,srclevel,4184871.4235468335,3007334.895828932,2259008.3832891113,0.43589,0.49919,0.20815,0.20776,0.7186,1.052
T2FLAIR,1.5T_to_0.1T,0.1T,0007,srclevel,2772325.4034926207,2625599.488670948,2660831.9270433867,0.2615,0.29389,0.25586,0.25565,0.9471,0.8054
T2FLAIR,1.5T_to_0.1T,0.1T,0009,srclevel,3896758.3087621965,3686089.5956019955,3579186.2731723343,0.17027,0.21272,0.16065,0.16034,0.9459,1.0796
T2FLAIR,1.5T_to_3T,3T,0006,srclevel,1786526.6424337043,2355231.6598255937,3201802.1028532293,0.29459,0.26425,0.1739,0.17334,1.3183,1.052
