modality,pair,target,subject,method,p_sq,pg,g_sq,nrmse_raw,nrmse_subject_rel,nrmse_scale_oracle,nrmse_affine_oracle,scale_a,scale_subject_rel
T2FLAIR,7T_to_0.1T,0.1T,0007,production,1720951.6268949504,2054374.7249120935,2660831.9270433867,0.32033,0.50519,0.27988,0.27957,1.1937,0.6708
T2FLAIR,7T_to_0.1T,0.1T,0009,production,1841628.8525082467,2518443.840551716,3579186.2731723343,0.32752,0.52526,0.19435,0.19407,1.3675,0.6872
T2FLAIR,7T_to_1.5T,1.5T,0006,production,2344493.968905362,2889803.5536085865,3704485.241900683,0.26966,0.29068,0.19616,0.19581,1.2326,0.9629
T2FLAIR,7T_to_1.5T,1.5T,0007,production,1387048.147025654,1801396.5938928367,2403060.007326249,0.27919,0.50402,0.16261,0.16236,1.2987,0.6708
T2FLAIR,7T_to_1.5T,1.5T,0009,production,1480890.7141662147,2283195.459432638,3614964.803524517,0.38271,0.57042,0.16194,0.16185,1.5418,0.6872
T2FLAIR,7T_to_3T,3T,0006,production,1355583.5600220354,2047725.5789219474,3201802.1028532293,0.37983,0.4011,0.18412,0.18389,1.5106,0.9629
T2FLAIR,7T_to_3T,3T,0007,production,788619.8097636818,1759988.357601503,4039395.2516535604,0.56905,0.70945,0.1662,0.16602,2.2317,0.6708
T2FLAIR,7T_to_3T,3T,0009,production,841343.6221272529,1552817.2920508278,2922789.7148233815,0.47466,0.63697,0.13946,0.13944,1.8456,0.6872
T2FLAIR,7T_to_5T,5T,0006,production,1495343.2253426663,1821641.083238291,2299005.2186109903,0.25634,0.27771,0.18638,0.18591,1.2182,0.9629
T2FLAIR,7T_to_5T,5T,0007,production,841442.7975376243,1673344.4596659571,3437860.7689578496,0.52084,0.67612,0.17899,0.17854,1.9887,0.6708
T2FLAIR,7T_to_5T,5T,0009,production,911414.814751526,1585906.7491306746,2814392.0717861857,0.44367,0.61518,0.13959,0.13951,1.74,0.6872
